Time (seconds),AIR_QUAL,AIR_PRESS,HUMID,TEMP
0.0,218.9,101.9,32.8,28.8
0.3333333333333333,218.9,101.9,32.8,28.8
0.6666666666666666,218.9,101.9,32.8,28.8
1.0,218.9,101.9,32.8,28.8
1.3333333333333333,218.9,101.9,32.8,28.8
1.6666666666666665,218.9,101.9,32.8,28.8
1.9999999999999998,218.9,101.9,32.8,28.8
2.333333333333333,218.9,101.9,32.8,28.8
2.6666666666666665,218.9,101.9,32.8,28.8
3.0,218.9,101.9,32.8,28.8
3.3333333333333335,218.9,101.9,32.8,28.8
3.666666666666667,218.9,101.9,32.8,28.8
4.0,218.9,101.9,32.8,28.8
4.333333333333333,218.9,101.9,32.8,28.8
4.666666666666666,218.9,101.9,32.8,28.8
4.999999999999999,218.9,101.9,32.8,28.8
5.333333333333332,218.9,101.9,32.8,28.8
5.666666666666665,218.9,101.9,32.8,28.8
5.999999999999998,218.9,101.9,32.8,28.8
6.333333333333331,218.9,101.9,32.8,28.8
6.666666666666664,218.9,101.9,32.8,28.8
6.999999999999997,218.9,101.9,32.8,28.8
7.33333333333333,218.9,101.9,32.8,28.8
7.666666666666663,218.9,101.9,32.8,28.8
7.9999999999999964,218.9,101.9,32.8,28.8
8.33333333333333,218.9,101.9,32.8,28.8
8.666666666666664,218.9,101.9,32.8,28.8
8.999999999999998,218.9,101.9,32.8,28.8
9.333333333333332,218.9,101.9,32.8,28.8
9.666666666666666,218.9,101.9,32.8,28.8
10.0,218.9,101.9,32.8,28.8
10.333333333333334,218.9,101.9,32.8,28.8
10.666666666666668,218.9,101.9,32.8,28.8
11.000000000000002,218.9,101.9,32.8,28.8
11.333333333333336,218.9,101.9,32.8,28.8
11.66666666666667,218.9,101.9,32.8,28.8
12.000000000000004,218.9,101.9,32.8,28.8
12.333333333333337,218.9,101.9,32.8,28.8
12.666666666666671,218.9,101.9,32.8,28.8
13.000000000000005,218.9,101.9,32.8,28.8
13.33333333333334,218.9,101.9,32.8,28.8
13.666666666666673,218.9,101.9,32.8,28.8
14.000000000000007,218.9,101.9,32.8,28.8
14.333333333333341,218.9,101.9,32.8,28.8
14.666666666666675,218.9,101.9,32.8,28.8
15.000000000000009,218.9,101.9,32.8,28.8
15.333333333333343,218.9,101.9,32.8,28.8
15.666666666666677,218.9,101.9,32.8,28.8
16.00000000000001,218.9,101.9,32.8,28.8
