Time (seconds),AIR_QUAL,AIR_PRESS,HUMID,TEMP
0.0,248.2,101.9,29.6,28.4
0.3333333333333333,248.2,101.9,29.6,28.4
0.6666666666666666,248.2,101.9,29.6,28.4
1.0,248.2,101.9,29.6,28.4
1.3333333333333333,248.2,101.9,29.6,28.4
1.6666666666666665,248.2,101.9,29.6,28.4
1.9999999999999998,248.2,101.9,29.6,28.4
2.333333333333333,248.2,101.9,29.6,28.4
2.6666666666666665,248.2,101.9,29.6,28.4
3.0,248.2,101.9,29.6,28.4
3.3333333333333335,248.2,101.9,29.6,28.4
3.666666666666667,248.2,101.9,29.6,28.4
4.0,248.2,101.9,29.6,28.4
4.333333333333333,248.2,101.9,29.6,28.4
4.666666666666666,248.2,101.9,29.6,28.4
4.999999999999999,248.2,101.9,29.6,28.4
5.333333333333332,248.2,101.9,29.6,28.4
5.666666666666665,248.2,101.9,29.6,28.4
5.999999999999998,248.2,101.9,29.6,28.4
6.333333333333331,248.2,101.9,29.6,28.4
6.666666666666664,248.2,101.9,29.6,28.4
6.999999999999997,248.2,101.9,29.6,28.4
7.33333333333333,248.2,101.9,29.6,28.4
7.666666666666663,248.2,101.9,29.6,28.4
7.9999999999999964,248.2,101.9,29.6,28.4
8.33333333333333,248.2,101.9,29.6,28.4
8.666666666666664,248.2,101.9,29.6,28.4
8.999999999999998,248.2,101.9,29.6,28.4
9.333333333333332,248.2,101.9,29.6,28.4
9.666666666666666,248.2,101.9,29.6,28.4
10.0,248.2,101.9,29.6,28.4
10.333333333333334,248.2,101.9,29.6,28.4
10.666666666666668,248.2,101.9,29.6,28.4
11.000000000000002,248.2,101.9,29.6,28.4
11.333333333333336,248.2,101.9,29.6,28.4
11.66666666666667,248.2,101.9,29.6,28.4
12.000000000000004,248.2,101.9,29.6,28.4
12.333333333333337,248.2,101.9,29.6,28.4
12.666666666666671,248.2,101.9,29.6,28.4
13.000000000000005,248.2,101.9,29.5,28.4
13.33333333333334,248.2,101.9,29.5,28.4
13.666666666666673,248.2,101.9,29.5,28.4
14.000000000000007,248.2,101.9,29.5,28.4
14.333333333333341,248.2,101.9,29.5,28.4
14.666666666666675,248.2,101.9,29.5,28.4
15.000000000000009,248.2,101.9,29.5,28.4
15.333333333333343,248.2,101.9,29.5,28.4
15.666666666666677,248.2,101.9,29.5,28.4
16.00000000000001,248.2,101.9,29.5,28.4
16.333333333333343,248.2,101.9,29.5,28.4
16.666666666666675,248.2,101.9,29.5,28.4
17.000000000000007,248.2,101.9,29.5,28.4
17.33333333333334,248.2,101.9,29.5,28.4
17.66666666666667,248.2,101.9,29.5,28.4
18.000000000000004,248.2,101.9,29.5,28.4
18.333333333333336,248.2,101.9,29.5,28.4
18.666666666666668,248.2,101.9,29.5,28.4
19.0,248.2,101.9,29.5,28.4
19.333333333333332,248.2,101.9,29.5,28.4
19.666666666666664,248.2,101.9,29.5,28.4
19.999999999999996,246.8,101.9,29.5,28.4
20.33333333333333,246.8,101.9,29.5,28.4
20.66666666666666,246.8,101.9,29.5,28.4
20.999999999999993,246.8,101.9,29.5,28.4
21.333333333333325,246.8,101.9,29.5,28.4
21.666666666666657,246.8,101.9,29.5,28.4
21.99999999999999,246.8,101.9,29.5,28.4
22.33333333333332,246.8,101.9,29.5,28.4
22.666666666666654,246.8,101.9,29.5,28.4
22.999999999999986,246.8,101.9,29.5,28.4
23.333333333333318,246.8,101.9,29.5,28.4
23.66666666666665,246.8,101.9,29.5,28.4
23.999999999999982,246.8,101.9,29.5,28.4
24.333333333333314,246.8,101.9,29.5,28.4
24.666666666666647,246.8,101.9,29.5,28.4
