Time (seconds),AIR_QUAL,AIR_PRESS,HUMID,TEMP
0.0,38.9,101.6,28.7,25.1
0.3333333333333333,38.9,101.6,28.7,25.1
0.6666666666666666,38.9,101.6,28.7,25.1
1.0,38.9,101.6,28.7,25.1
1.3333333333333333,38.9,101.6,28.7,25.1
1.6666666666666665,38.9,101.6,28.7,25.1
1.9999999999999998,38.9,101.6,28.7,25.1
2.333333333333333,38.9,101.6,28.7,25.1
2.6666666666666665,38.9,101.6,28.7,25.1
3.0,38.9,101.6,28.7,25.1
3.3333333333333335,38.9,101.6,28.7,25.1
3.666666666666667,38.9,101.6,28.7,25.1
4.0,38.9,101.6,28.7,25.1
4.333333333333333,38.9,101.6,28.7,25.1
4.666666666666666,38.9,101.6,28.7,25.1
4.999999999999999,38.9,101.6,28.7,25.1
5.333333333333332,38.9,101.6,28.7,25.1
5.666666666666665,38.9,101.6,28.7,25.1
5.999999999999998,38.9,101.6,28.7,25.1
6.333333333333331,38.9,101.6,28.7,25.1
6.666666666666664,38.9,101.6,28.7,25.1
6.999999999999997,38.9,101.6,28.7,25.1
7.33333333333333,38.9,101.6,28.7,25.1
7.666666666666663,38.9,101.6,28.7,25.1
7.9999999999999964,38.9,101.6,28.7,25.1
8.33333333333333,38.9,101.6,28.7,25.1
8.666666666666664,38.9,101.6,28.7,25.1
8.999999999999998,38.9,101.6,28.7,25.1
9.333333333333332,37.9,101.6,28.7,25.1
9.666666666666666,37.9,101.6,28.7,25.1
10.0,37.9,101.6,28.6,25.2
10.333333333333334,37.9,101.6,28.6,25.2
10.666666666666668,37.9,101.6,28.6,25.2
11.000000000000002,37.9,101.6,28.6,25.2
11.333333333333336,37.9,101.6,28.6,25.2
11.66666666666667,37.9,101.6,28.6,25.2
12.000000000000004,37.9,101.6,28.6,25.2
12.333333333333337,37.9,101.6,28.6,25.2
12.666666666666671,37.9,101.6,28.6,25.2
13.000000000000005,37.9,101.6,28.6,25.2
13.33333333333334,37.9,101.6,28.6,25.2
13.666666666666673,37.9,101.6,28.6,25.2
14.000000000000007,37.9,101.6,28.6,25.2
14.333333333333341,37.9,101.6,28.6,25.2
14.666666666666675,37.9,101.6,28.6,25.2
15.000000000000009,37.9,101.6,28.6,25.2
15.333333333333343,37.9,101.6,28.6,25.2
15.666666666666677,37.9,101.6,28.6,25.2
16.00000000000001,37.9,101.6,28.6,25.2
16.333333333333343,37.9,101.6,28.6,25.2
16.666666666666675,37.9,101.6,28.6,25.2
17.000000000000007,37.9,101.6,28.6,25.2
17.33333333333334,37.9,101.6,28.6,25.2
17.66666666666667,37.9,101.6,28.6,25.2
18.000000000000004,37.9,101.6,28.6,25.2
18.333333333333336,37.9,101.6,28.6,25.2
18.666666666666668,37.9,101.6,28.6,25.2
19.0,37.9,101.6,28.6,25.2
19.333333333333332,37.9,101.6,28.6,25.2
19.666666666666664,37.9,101.6,28.6,25.2
19.999999999999996,37.9,101.6,28.6,25.2
20.33333333333333,37.9,101.6,28.6,25.2
20.66666666666666,37.9,101.6,28.6,25.2
20.999999999999993,37.9,101.6,28.6,25.2
21.333333333333325,37.9,101.6,28.6,25.2
21.666666666666657,37.9,101.6,28.6,25.2
21.99999999999999,37.9,101.6,28.6,25.2
22.33333333333332,37.9,101.6,28.6,25.2
22.666666666666654,37.9,101.6,28.6,25.2
22.999999999999986,37.9,101.6,28.6,25.2
23.333333333333318,37.9,101.6,28.6,25.2
23.66666666666665,37.9,101.6,28.6,25.2
23.999999999999982,37.9,101.6,28.6,25.2
24.333333333333314,37.9,101.6,28.6,25.2
24.666666666666647,37.9,101.6,28.6,25.2
24.99999999999998,37.9,101.6,28.6,25.2
25.33333333333331,37.9,101.6,28.6,25.2
25.666666666666643,37.9,101.6,28.6,25.2
25.999999999999975,37.9,101.6,28.6,25.2
26.333333333333307,37.9,101.6,28.6,25.2
