Time (seconds),AIR_QUAL,AIR_PRESS,HUMID,TEMP
0.0,44.0,101.6,25.8,27.6
0.3333333333333333,37.4,101.6,25.6,27.2
0.6666666666666666,37.4,101.6,25.6,27.2
1.0,37.4,101.6,25.6,27.2
1.3333333333333333,37.4,101.6,25.6,27.2
1.6666666666666665,37.4,101.6,25.6,27.2
1.9999999999999998,37.4,101.6,25.6,27.2
2.333333333333333,37.4,101.6,25.6,27.2
2.6666666666666665,37.4,101.6,25.6,27.2
3.0,37.4,101.6,25.6,27.2
3.3333333333333335,37.4,101.6,25.6,27.2
3.666666666666667,37.4,101.6,25.6,27.2
4.0,37.4,101.6,25.6,27.2
4.333333333333333,37.4,101.6,25.6,27.2
4.666666666666666,37.4,101.6,25.6,27.2
4.999999999999999,37.4,101.6,25.6,27.2
5.333333333333332,37.4,101.6,25.6,27.2
5.666666666666665,37.4,101.6,25.6,27.2
5.999999999999998,37.4,101.6,25.6,27.2
6.333333333333331,37.4,101.6,25.6,27.2
6.666666666666664,37.4,101.6,25.6,27.2
6.999999999999997,37.4,101.6,25.6,27.2
7.33333333333333,37.4,101.6,25.6,27.2
7.666666666666663,37.4,101.6,25.6,27.2
7.9999999999999964,37.4,101.6,25.6,27.2
8.33333333333333,37.4,101.6,25.6,27.2
8.666666666666664,37.4,101.6,25.6,27.2
8.999999999999998,37.4,101.6,25.6,27.2
9.333333333333332,37.4,101.6,25.6,27.2
9.666666666666666,37.4,101.6,25.6,27.2
10.0,37.4,101.6,25.6,27.2
10.333333333333334,37.4,101.6,25.6,27.2
10.666666666666668,37.4,101.6,25.6,27.2
11.000000000000002,37.4,101.6,25.6,27.2
11.333333333333336,37.4,101.6,25.6,27.2
11.66666666666667,37.4,101.6,25.6,27.2
12.000000000000004,37.4,101.6,25.6,27.2
12.333333333333337,37.4,101.6,25.6,27.2
12.666666666666671,37.4,101.6,25.6,27.2
13.000000000000005,37.4,101.6,25.6,27.2
13.33333333333334,37.4,101.6,25.6,27.2
13.666666666666673,37.4,101.6,25.6,27.2
14.000000000000007,37.4,101.6,25.6,27.2
14.333333333333341,37.4,101.6,25.6,27.2
14.666666666666675,37.4,101.6,25.6,27.2
15.000000000000009,37.4,101.6,25.6,27.2
15.333333333333343,37.4,101.6,25.6,27.2
15.666666666666677,37.4,101.6,25.6,27.2
16.00000000000001,37.4,101.6,25.6,27.2
16.333333333333343,37.4,101.6,25.6,27.2
16.666666666666675,37.4,101.6,25.6,27.2
17.000000000000007,37.4,101.6,25.6,27.2
17.33333333333334,37.4,101.6,25.6,27.2
17.66666666666667,37.4,101.6,25.6,27.2
18.000000000000004,37.4,101.6,25.6,27.2
18.333333333333336,37.4,101.6,25.6,27.2
18.666666666666668,37.4,101.6,25.6,27.2
19.0,37.4,101.6,25.6,27.2
19.333333333333332,37.4,101.6,25.6,27.2
19.666666666666664,37.4,101.6,25.6,27.2
19.999999999999996,37.4,101.6,25.6,27.2
20.33333333333333,37.4,101.6,25.6,27.2
20.66666666666666,37.4,101.6,25.6,27.2
20.999999999999993,37.4,101.6,25.6,27.2
21.333333333333325,37.4,101.6,25.6,27.2
21.666666666666657,37.4,101.6,25.6,27.2
21.99999999999999,37.4,101.6,25.6,27.2
22.33333333333332,37.4,101.6,25.6,27.2
22.666666666666654,37.4,101.6,25.6,27.2
